name,name_new,include,label
s1memrye,,,s1memrye:w1 s ever had memory problem
s2memrye,,,s2memrye:w2 s ever had memory problem
s3memrye,,,s3memrye:w3 s ever had memory problem
s4memrye,,,s4memrye:w4 s ever had memory problem
s5memrye,,,s5memrye:w5 s ever had memory problem
s6memrye,,,s6memrye:w6 s ever had memory problem
r1memryf,,,r1memryf:w1 flag chg previous memory prob
r2memryf,,,r2memryf:w2 flag chg previous memory prob
r3memryf,,,r3memryf:w3 flag chg previous memory prob
r4memryf,,,r4memryf:w4 flag chg previous memory prob
r5memryf,,,r5memryf:w5 flag chg previous memory prob
r6memryf,,,r6memryf:w6 flag chg previous memory prob
s1memryf,,,s1memryf:w1 s flag chg prev memory prob
s2memryf,,,s2memryf:w2 s flag chg prev memory prob
s3memryf,,,s3memryf:w3 s flag chg prev memory prob
s4memryf,,,s4memryf:w4 s flag chg prev memory prob
s5memryf,,,s5memryf:w5 s flag chg prev memory prob
s6memryf,,,s6memryf:w6 s flag chg prev memory prob
r2bmi,,,r2bmi:w2 Body Mass Index=kg/m2
r4bmi,,,r4bmi:w4 Body Mass Index=kg/m2
r6bmi,,,r6bmi:w6 Body Mass Index=kg/m2
s2bmi,,,s2bmi:w2 Body Mass Index=kg/m2
s4bmi,,,s4bmi:w4 Body Mass Index=kg/m2
s6bmi,,,s6bmi:w6 Body Mass Index=kg/m2
r2height,,,r2height:w2 Height in meters
r4height,,,r4height:w4 Height in meters
r6height,,,r6height:w6 Height in meters
s2height,,,s2height:w2 Height in meters
s4height,,,s4height:w4 Height in meters
s6height,,,s6height:w6 Height in meters
r2weight,,,r2weight:w2 Weight in kilograms
r4weight,,,r4weight:w4 Weight in kilograms
r6weight,,,r6weight:w6 Weight in kilograms
s2weight,,,s2weight:w2 Weight in kilograms
s4weight,,,s4weight:w4 Weight in kilograms
s6weight,,,s6weight:w6 Weight in kilograms
r5mammog,,,r5mammog:w5 r prev mammogram
r6mammog,,,r6mammog:w6 r prev mammogram
s5mammog,,,s5mammog:w5 S prev mammogram
s6mammog,,,s6mammog:w6 S prev mammogram
r5prost,,,r5prost:w5 r prev prostate
r6prost,,,r6prost:w6 r prev prostate
s5prost,,,s5prost:w5 S prev prostate
s6prost,,,s6prost:w6 S prev prostate
r1vgactx.e,,,r1vgactx_e:w1 R Freq vigorous phys activ
r2vgactx.e,,,r2vgactx_e:w2 R Freq vigorous phys activ
r3vgactx.e,,,r3vgactx_e:w3 R Freq vigorous phys activ
r4vgactx.e,,,r4vgactx_e:w4 R Freq vigorous phys activ
r5vgactx.e,,,r5vgactx_e:w5 R Freq vigorous phys activ
r6vgactx.e,,,r6vgactx_e:w6 R Freq vigorous phys activ
s1vgactx.e,,,s1vgactx_e:w1 S Freq vigorous phys activ
s2vgactx.e,,,s2vgactx_e:w2 S Freq vigorous phys activ
s3vgactx.e,,,s3vgactx_e:w3 S Freq vigorous phys activ
s4vgactx.e,,,s4vgactx_e:w4 S Freq vigorous phys activ
s5vgactx.e,,,s5vgactx_e:w5 S Freq vigorous phys activ
s6vgactx.e,,,s6vgactx_e:w6 S Freq vigorous phys activ
r1mdactx.e,,,r1mdactx_e:w1 R Freq moderate phys activ
r2mdactx.e,,,r2mdactx_e:w2 R Freq moderate phys activ
r3mdactx.e,,,r3mdactx_e:w3 R Freq moderate phys activ
r4mdactx.e,,,r4mdactx_e:w4 R Freq moderate phys activ
r5mdactx.e,,,r5mdactx_e:w5 R Freq moderate phys activ
r6mdactx.e,,,r6mdactx_e:w6 R Freq moderate phys activ
s1mdactx.e,,,s1mdactx_e:w1 S Freq moderate phys activ
s2mdactx.e,,,s2mdactx_e:w2 S Freq moderate phys activ
s3mdactx.e,,,s3mdactx_e:w3 S Freq moderate phys activ
s4mdactx.e,,,s4mdactx_e:w4 S Freq moderate phys activ
s5mdactx.e,,,s5mdactx_e:w5 S Freq moderate phys activ
s6mdactx.e,,,s6mdactx_e:w6 S Freq moderate phys activ
r1ltactx.e,,,r1ltactx_e:w1 R Freq light phys activ
r2ltactx.e,,,r2ltactx_e:w2 R Freq light phys activ
r3ltactx.e,,,r3ltactx_e:w3 R Freq light phys activ
r4ltactx.e,,,r4ltactx_e:w4 R Freq light phys activ
r5ltactx.e,,,r5ltactx_e:w5 R Freq light phys activ
r6ltactx.e,,,r6ltactx_e:w6 R Freq light phys activ
s1ltactx.e,,,s1ltactx_e:w1 S Freq light phys activ
s2ltactx.e,,,s2ltactx_e:w2 S Freq light phys activ
s3ltactx.e,,,s3ltactx_e:w3 S Freq light phys activ
s4ltactx.e,,,s4ltactx_e:w4 S Freq light phys activ
s5ltactx.e,,,s5ltactx_e:w5 S Freq light phys activ
s6ltactx.e,,,s6ltactx_e:w6 S Freq light phys activ
r1drink,,,r1drink:w1 R ever drinks any alcohol
r2drink,,,r2drink:w2 R ever drinks any alcohol
r3drink,,,r3drink:w3 R ever drinks any alcohol
r4drink,,,r4drink:w4 R ever drinks any alcohol
r5drink,,,r5drink:w5 R ever drinks any alcohol
r6drink,,,r6drink:w6 R ever drinks any alcohol
s1drink,,,s1drink:w1 S ever drinks any alcohol
s2drink,,,s2drink:w2 S ever drinks any alcohol
s3drink,,,s3drink:w3 S ever drinks any alcohol
s4drink,,,s4drink:w4 S ever drinks any alcohol
s5drink,,,s5drink:w5 S ever drinks any alcohol
s6drink,,,s6drink:w6 S ever drinks any alcohol
r2drinkd.e,,,r2drinkd_e:w2 R # days/week drinks
r3drinkd.e,,,r3drinkd_e:w3 R # days/week drinks
r4drinkd.e,,,r4drinkd_e:w4 R # days/week drinks
r5drinkd.e,,,r5drinkd_e:w5 R # days/week drinks
r6drinkd.e,,,r6drinkd_e:w6 R # days/week drinks
s2drinkd.e,,,s2drinkd_e:w2 S # days/week drinks
s3drinkd.e,,,s3drinkd_e:w3 S # days/week drinks
s4drinkd.e,,,s4drinkd_e:w4 S # days/week drinks
s5drinkd.e,,,s5drinkd_e:w5 S # days/week drinks
s6drinkd.e,,,s6drinkd_e:w6 S # days/week drinks
r2drinkn.e,,,r2drinkn_e:w2 R # drinks/day
r3drinkn.e,,,r3drinkn_e:w3 R # drinks/day
s2drinkn.e,,,s2drinkn_e:w2 S # drinks/day
s3drinkn.e,,,s3drinkn_e:w3 S # drinks/day
r4drinkwn.e,,,r4drinkwn_e:w4 R # drinks/week
r5drinkwn.e,,,r5drinkwn_e:w5 R # drinks/week
r6drinkwn.e,,,r6drinkwn_e:w6 R # drinks/week
s4drinkwn.e,,,s4drinkwn_e:w4 S # drinks/week
s5drinkwn.e,,,s5drinkwn_e:w5 S # drinks/week
s6drinkwn.e,,,s6drinkwn_e:w6 S # drinks/week
r1smokev,,,r1smokev:w1 R smoke ever
r2smokev,,,r2smokev:w2 R smoke ever
r3smokev,,,r3smokev:w3 R smoke ever
r4smokev,,,r4smokev:w4 R smoke ever
r5smokev,,,r5smokev:w5 R smoke ever
r6smokev,,,r6smokev:w6 R smoke ever
s1smokev,,,s1smokev:w1 S smoke ever
s2smokev,,,s2smokev:w2 S smoke ever
s3smokev,,,s3smokev:w3 S smoke ever
s4smokev,,,s4smokev:w4 S smoke ever
s5smokev,,,s5smokev:w5 S smoke ever
s6smokev,,,s6smokev:w6 S smoke ever
r1smoken,,,r1smoken:w1 R smokes now
r2smoken,,,r2smoken:w2 R smokes now
r3smoken,,,r3smoken:w3 R smokes now
r4smoken,,,r4smoken:w4 R smokes now
r5smoken,,,r5smoken:w5 R smokes now
r6smoken,,,r6smoken:w6 R smokes now
s1smoken,,,s1smoken:w1 S smokes now
s2smoken,,,s2smoken:w2 S smokes now
s3smoken,,,s3smoken:w3 S smokes now
s4smoken,,,s4smoken:w4 S smokes now
s5smoken,,,s5smoken:w5 S smokes now
s6smoken,,,s6smoken:w6 S smokes now
r2shltc,,,r2shltc:w2 Change in self-reported hlth
r4shltc,,,r4shltc:w4 Change in self-reported hlth
r5shltc,,,r5shltc:w5 Change in self-reported hlth
r6shltc,,,r6shltc:w6 Change in self-reported hlth
s2shltc,,,s2shltc:w2 Change in self-reported hlth
s4shltc,,,s4shltc:w4 Change in self-reported hlth
s5shltc,,,s5shltc:w5 Change in self-reported hlth
s6shltc,,,s6shltc:w6 Change in self-reported hlth
r2shltcf,,,r2shltcf:w2 Flag chg self-reported hlth
r4shltcf,,,r4shltcf:w4 Flag chg self-reported hlth
r5shltcf,,,r5shltcf:w5 Flag chg self-reported hlth
r6shltcf,,,r6shltcf:w6 Flag chg self-reported hlth
s2shltcf,,,s2shltcf:w2 Flag chg self-reported hlth
s4shltcf,,,s4shltcf:w4 Flag chg self-reported hlth
s5shltcf,,,s5shltcf:w5 Flag chg self-reported hlth
s6shltcf,,,s6shltcf:w6 Flag chg self-reported hlth
r3shltac,,,"r3shltac:w3 Change in self-reported hlth, European scale"
s3shltac,,,"s3shltac:w3 Change in self-reported hlth, European scale"
r3shltacf,,,"r3shltacf:w3 Flag chg self-reported hlth, European scale"
s3shltacf,,,"s3shltacf:w3 Flag chg self-reported hlth, European scale"
r2adlc,,,r2adlc:w2 Change-ADLs /0-5
r3adlc,,,r3adlc:w3 Change-ADLs /0-5
r4adlc,,,r4adlc:w4 Change-ADLs /0-5
r5adlc,,,r5adlc:w5 Change-ADLs /0-5
r6adlc,,,r6adlc:w6 Change-ADLs /0-5
s2adlc,,,s2adlc:w2 Change-ADLs /0-5
s3adlc,,,s3adlc:w3 Change-ADLs /0-5
s4adlc,,,s4adlc:w4 Change-ADLs /0-5
s5adlc,,,s5adlc:w5 Change-ADLs /0-5
s6adlc,,,s6adlc:w6 Change-ADLs /0-5
r2adlf,,,r2adlf:w2 Chg Flag-ADLs /0-5
r3adlf,,,r3adlf:w3 Chg Flag-ADLs /0-5
r4adlf,,,r4adlf:w4 Chg Flag-ADLs /0-5
r5adlf,,,r5adlf:w5 Chg Flag-ADLs /0-5
r6adlf,,,r6adlf:w6 Chg Flag-ADLs /0-5
s2adlf,,,s2adlf:w2 Chg Flag-ADLs /0-5
s3adlf,,,s3adlf:w3 Chg Flag-ADLs /0-5
s4adlf,,,s4adlf:w4 Chg Flag-ADLs /0-5
s5adlf,,,s5adlf:w5 Chg Flag-ADLs /0-5
s6adlf,,,s6adlf:w6 Chg Flag-ADLs /0-5
r2grossc,,,"r2grossc:w2 Chg:Walk1/R,Clim1,Bed,Bath/5"
r3grossc,,,"r3grossc:w3 Chg:Walk1/R,Clim1,Bed,Bath/5"
r4grossc,,,"r4grossc:w4 Chg:Walk1/R,Clim1,Bed,Bath/5"
r5grossc,,,"r5grossc:w5 Chg:Walk1/R,Clim1,Bed,Bath/5"
r6grossc,,,"r6grossc:w6 Chg:Walk1/R,Clim1,Bed,Bath/5"
s2grossc,,,"s2grossc:w2 Chg:Walk1/R,Clim1,Bed,Bath/5"
s3grossc,,,"s3grossc:w3 Chg:Walk1/R,Clim1,Bed,Bath/5"
s4grossc,,,"s4grossc:w4 Chg:Walk1/R,Clim1,Bed,Bath/5"
s5grossc,,,"s5grossc:w5 Chg:Walk1/R,Clim1,Bed,Bath/5"
s6grossc,,,"s6grossc:w6 Chg:Walk1/R,Clim1,Bed,Bath/5"
r2grossf,,,"r2grossf:w2 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
r3grossf,,,"r3grossf:w3 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
r4grossf,,,"r4grossf:w4 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
r5grossf,,,"r5grossf:w5 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
r6grossf,,,"r6grossf:w6 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
s2grossf,,,"s2grossf:w2 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
s3grossf,,,"s3grossf:w3 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
s4grossf,,,"s4grossf:w4 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
s5grossf,,,"s5grossf:w5 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
s6grossf,,,"s6grossf:w6 ChgF:Walk1/R,Clim1,Bed,Bath /0-5"
r2finec,,,"r2finec:w2 Chg:Dime,Eat,Dress /0-3"
r3finec,,,"r3finec:w3 Chg:Dime,Eat,Dress /0-3"
r4finec,,,"r4finec:w4 Chg:Dime,Eat,Dress /0-3"
r5finec,,,"r5finec:w5 Chg:Dime,Eat,Dress /0-3"
r6finec,,,"r6finec:w6 Chg:Dime,Eat,Dress /0-3"
s2finec,,,"s2finec:w2 Chg:Dime,Eat,Dress /0-3"
s3finec,,,"s3finec:w3 Chg:Dime,Eat,Dress /0-3"
s4finec,,,"s4finec:w4 Chg:Dime,Eat,Dress /0-3"
s5finec,,,"s5finec:w5 Chg:Dime,Eat,Dress /0-3"
s6finec,,,"s6finec:w6 Chg:Dime,Eat,Dress /0-3"
r2finef,,,"r2finef:w2 ChgF:Dime,Eat,Dress /0-3"
r3finef,,,"r3finef:w3 ChgF:Dime,Eat,Dress /0-3"
r4finef,,,"r4finef:w4 ChgF:Dime,Eat,Dress /0-3"
r5finef,,,"r5finef:w5 ChgF:Dime,Eat,Dress /0-3"
r6finef,,,"r6finef:w6 ChgF:Dime,Eat,Dress /0-3"
s2finef,,,"s2finef:w2 ChgF:Dime,Eat,Dress /0-3"
s3finef,,,"s3finef:w3 ChgF:Dime,Eat,Dress /0-3"
s4finef,,,"s4finef:w4 ChgF:Dime,Eat,Dress /0-3"
s5finef,,,"s5finef:w5 ChgF:Dime,Eat,Dress /0-3"
s6finef,,,"s6finef:w6 ChgF:Dime,Eat,Dress /0-3"
r2hibps,,,r2hibps:w2 R had hi BP since last IW
r3hibps,,,r3hibps:w3 R had hi BP since last IW
r4hibps,,,r4hibps:w4 R had hi BP since last IW
r5hibps,,,r5hibps:w5 R had hi BP since last IW
r6hibps,,,r6hibps:w6 R had hi BP since last IW
s2hibps,,,s2hibps:w2 S had hi BP since last IW
s3hibps,,,s3hibps:w3 S had hi BP since last IW
s4hibps,,,s4hibps:w4 S had hi BP since last IW
s5hibps,,,s5hibps:w5 S had hi BP since last IW
s6hibps,,,s6hibps:w6 S had hi BP since last IW
r2diabs,,,r2diabs:w2 R had diabetes since last IW
r3diabs,,,r3diabs:w3 R had diabetes since last IW
r4diabs,,,r4diabs:w4 R had diabetes since last IW
r5diabs,,,r5diabs:w5 R had diabetes since last IW
r6diabs,,,r6diabs:w6 R had diabetes since last IW
s2diabs,,,s2diabs:w2 S had diabetes since last IW
s3diabs,,,s3diabs:w3 S had diabetes since last IW
s4diabs,,,s4diabs:w4 S had diabetes since last IW
s5diabs,,,s5diabs:w5 S had diabetes since last IW
s6diabs,,,s6diabs:w6 S had diabetes since last IW
r2cancrs,,,r2cancrs:w2 R had cancer since last IW
r3cancrs,,,r3cancrs:w3 R had cancer since last IW
r4cancrs,,,r4cancrs:w4 R had cancer since last IW
r5cancrs,,,r5cancrs:w5 R had cancer since last IW
r6cancrs,,,r6cancrs:w6 R had cancer since last IW
s2cancrs,,,s2cancrs:w2 S had cancer since last IW
s3cancrs,,,s3cancrs:w3 S had cancer since last IW
s4cancrs,,,s4cancrs:w4 S had cancer since last IW
s5cancrs,,,s5cancrs:w5 S had cancer since last IW
s6cancrs,,,s6cancrs:w6 S had cancer since last IW
r2lungs,,,r2lungs:w2 R had lung dis since last IW
r3lungs,,,r3lungs:w3 R had lung dis since last IW
r4lungs,,,r4lungs:w4 R had lung dis since last IW
r5lungs,,,r5lungs:w5 R had lung dis since last IW
r6lungs,,,r6lungs:w6 R had lung dis since last IW
s2lungs,,,s2lungs:w2 S had lung dis since last IW
s3lungs,,,s3lungs:w3 S had lung dis since last IW
s4lungs,,,s4lungs:w4 S had lung dis since last IW
s5lungs,,,s5lungs:w5 S had lung dis since last IW
s6lungs,,,s6lungs:w6 S had lung dis since last IW
r2hearts,,,r2hearts:w2 R had heart prob since last IW
r3hearts,,,r3hearts:w3 R had heart prob since last IW
r4hearts,,,r4hearts:w4 R had heart prob since last IW
r5hearts,,,r5hearts:w5 R had heart prob since last IW
r6hearts,,,r6hearts:w6 R had heart prob since last IW
s2hearts,,,s2hearts:w2 S had heart prob since last IW
s3hearts,,,s3hearts:w3 S had heart prob since last IW
s4hearts,,,s4hearts:w4 S had heart prob since last IW
s5hearts,,,s5hearts:w5 S had heart prob since last IW
s6hearts,,,s6hearts:w6 S had heart prob since last IW
r2stroks,,,r2stroks:w2 R had stroke since last IW
r3stroks,,,r3stroks:w3 R had stroke since last IW
r4stroks,,,r4stroks:w4 R had stroke since last IW
r5stroks,,,r5stroks:w5 R had stroke since last IW
r6stroks,,,r6stroks:w6 R had stroke since last IW
s2stroks,,,s2stroks:w2 S had stroke since last IW
s3stroks,,,s3stroks:w3 S had stroke since last IW
s4stroks,,,s4stroks:w4 S had stroke since last IW
s5stroks,,,s5stroks:w5 S had stroke since last IW
s6stroks,,,s6stroks:w6 S had stroke since last IW
r2psychs,,,r2psychs:w2 R had psych prob since last IW
r3psychs,,,r3psychs:w3 R had psych prob since last IW
r4psychs,,,r4psychs:w4 R had psych prob since last IW
r5psychs,,,r5psychs:w5 R had psych prob since last IW
r6psychs,,,r6psychs:w6 R had psych prob since last IW
s2psychs,,,s2psychs:w2 S had psych prob since last IW
s3psychs,,,s3psychs:w3 S had psych prob since last IW
s4psychs,,,s4psychs:w4 S had psych prob since last IW
s5psychs,,,s5psychs:w5 S had psych prob since last IW
s6psychs,,,s6psychs:w6 S had psych prob since last IW
r2arthrs,,,r2arthrs:w2 R had arthritis since last IW
r3arthrs,,,r3arthrs:w3 R had arthritis since last IW
r4arthrs,,,r4arthrs:w4 R had arthritis since last IW
r5arthrs,,,r5arthrs:w5 R had arthritis since last IW
r6arthrs,,,r6arthrs:w6 R had arthritis since last IW
s2arthrs,,,s2arthrs:w2 S had arthritis since last IW
s3arthrs,,,s3arthrs:w3 S had arthritis since last IW
s4arthrs,,,s4arthrs:w4 S had arthritis since last IW
s5arthrs,,,s5arthrs:w5 S had arthritis since last IW
s6arthrs,,,s6arthrs:w6 S had arthritis since last IW
r2asthmas,,,r2asthmas:w2 R had asthma since last IW
r3asthmas,,,r3asthmas:w3 R had asthma since last IW
r4asthmas,,,r4asthmas:w4 R had asthma since last IW
r5asthmas,,,r5asthmas:w5 R had asthma since last IW
r6asthmas,,,r6asthmas:w6 R had asthma since last IW
s2asthmas,,,s2asthmas:w2 S had asthma since last IW
s3asthmas,,,s3asthmas:w3 S had asthma since last IW
s4asthmas,,,s4asthmas:w4 S had asthma since last IW
s5asthmas,,,s5asthmas:w5 S had asthma since last IW
s6asthmas,,,s6asthmas:w6 S had asthma since last IW
r2memrys,,,r2memrys:w2 R had memory prob since last IW
r3memrys,,,r3memrys:w3 R had memory prob since last IW
r4memrys,,,r4memrys:w4 R had memory prob since last IW
r5memrys,,,r5memrys:w5 R had memory prob since last IW
r6memrys,,,r6memrys:w6 R had memory prob since last IW
s2memrys,,,s2memrys:w2 S had memory prob since last IW
s3memrys,,,s3memrys:w3 S had memory prob since last IW
s4memrys,,,s4memrys:w4 S had memory prob since last IW
s5memrys,,,s5memrys:w5 S had memory prob since last IW
s6memrys,,,s6memrys:w6 S had memory prob since last IW
r1hipriv,,,r1hipriv:w1 R covered by private health insurance
r2hipriv,,,r2hipriv:w2 R covered by private health insurance
r3hipriv,,,r3hipriv:w3 R covered by private health insurance
r4hipriv,,,r4hipriv:w4 R covered by private health insurance
r5hipriv,,,r5hipriv:w5 R covered by private health insurance
r6hipriv,,,r6hipriv:w6 R covered by private health insurance
s1hipriv,,,s1hipriv:w1 S covered by private health insurance
s2hipriv,,,s2hipriv:w2 S covered by private health insurance
s3hipriv,,,s3hipriv:w3 S covered by private health insurance
s4hipriv,,,s4hipriv:w4 S covered by private health insurance
s5hipriv,,,s5hipriv:w5 S covered by private health insurance
s6hipriv,,,s6hipriv:w6 S covered by private health insurance
r1hpsrc,,,r1hpsrc:w1 R source of insurance
r2hpsrc,,,r2hpsrc:w2 R source of insurance
r3hpsrc,,,r3hpsrc:w3 R source of insurance
r4hpsrc,,,r4hpsrc:w4 R source of insurance
r5hpsrc,,,r5hpsrc:w5 R source of insurance
r6hpsrc,,,r6hpsrc:w6 R source of insurance
s1hpsrc,,,s1hpsrc:w1 S source of insurance
s2hpsrc,,,s2hpsrc:w2 S source of insurance
s3hpsrc,,,s3hpsrc:w3 S source of insurance
s4hpsrc,,,s4hpsrc:w4 S source of insurance
s5hpsrc,,,s5hpsrc:w5 S source of insurance
s6hpsrc,,,s6hpsrc:w6 S source of insurance
r1lifein,,,r1lifein:w1 R covered by life insurance
r2lifein,,,r2lifein:w2 R covered by life insurance
r3lifein,,,r3lifein:w3 R covered by life insurance
r4lifein,,,r4lifein:w4 R covered by life insurance
r5lifein,,,r5lifein:w5 R covered by life insurance
r6lifein,,,r6lifein:w6 R covered by life insurance
s1lifein,,,s1lifein:w1 S covered by life insurance
s2lifein,,,s2lifein:w2 S covered by life insurance
s3lifein,,,s3lifein:w3 S covered by life insurance
s4lifein,,,s4lifein:w4 S covered by life insurance
s5lifein,,,s5lifein:w5 S covered by life insurance
s6lifein,,,s6lifein:w6 S covered by life insurance
r1cogimp,,,r1cogimp:w1 whether factors impaired cognition tests
r2cogimp,,,r2cogimp:w2 whether factors impaired cognition tests
r3cogimp,,,r3cogimp:w3 whether factors impaired cognition tests
r4cogimp,,,r4cogimp:w4 whether factors impaired cognition tests
r5cogimp,,,r5cogimp:w5 whether factors impaired cognition tests
r6cogimp,,,r6cogimp:w6 whether factors impaired cognition tests
s1cogimp,,,s1cogimp:w1 whether factors impaired cognition tests
s2cogimp,,,s2cogimp:w2 whether factors impaired cognition tests
s3cogimp,,,s3cogimp:w3 whether factors impaired cognition tests
s4cogimp,,,s4cogimp:w4 whether factors impaired cognition tests
s5cogimp,,,s5cogimp:w5 whether factors impaired cognition tests
s6cogimp,,,s6cogimp:w6 whether factors impaired cognition tests
r1cogothp,,,r1cogothp:w1 whether other people present during cog tests
r2cogothp,,,r2cogothp:w2 whether other people present during cog tests
r3cogothp,,,r3cogothp:w3 whether other people present during cog tests
r4cogothp,,,r4cogothp:w4 whether other people present during cog tests
r5cogothp,,,r5cogothp:w5 whether other people present during cog tests
r6cogothp,,,r6cogothp:w6 whether other people present during cog tests
s1cogothp,,,s1cogothp:w1 whether other people present during cog tests
s2cogothp,,,s2cogothp:w2 whether other people present during cog tests
s3cogothp,,,s3cogothp:w3 whether other people present during cog tests
s4cogothp,,,s4cogothp:w4 whether other people present during cog tests
s5cogothp,,,s5cogothp:w5 whether other people present during cog tests
s6cogothp,,,s6cogothp:w6 whether other people present during cog tests
r1slfmem,,,r1slfmem:w1 Self-reported memory
r2slfmem,,,r2slfmem:w2 Self-reported memory
r3slfmem,,,r3slfmem:w3 Self-reported memory
r4slfmem,,,r4slfmem:w4 Self-reported memory
s1slfmem,,,s1slfmem:w1 Self-reported memory
s2slfmem,,,s2slfmem:w2 Self-reported memory
s3slfmem,,,s3slfmem:w3 Self-reported memory
s4slfmem,,,s4slfmem:w4 Self-reported memory
r1readrc,,,r1readrc:w1 word recall list read by
r2readrc,,,r2readrc:w2 word recall list read by
r3readrc,,,r3readrc:w3 word recall list read by
r4readrc,,,r4readrc:w4 word recall list read by
r5readrc,,,r5readrc:w5 word recall list read by
r6readrc,,,r6readrc:w6 word recall list read by
s1readrc,,,s1readrc:w1 word recall list read by
s2readrc,,,s2readrc:w2 word recall list read by
s3readrc,,,s3readrc:w3 word recall list read by
s4readrc,,,s4readrc:w4 word recall list read by
s5readrc,,,s5readrc:w5 word recall list read by
s6readrc,,,s6readrc:w6 word recall list read by
r1imrc,,,r1imrc:w1 immediate word recall
r2imrc,,,r2imrc:w2 immediate word recall
r3imrc,,,r3imrc:w3 immediate word recall
r4imrc,,,r4imrc:w4 immediate word recall
r5imrc,,,r5imrc:w5 immediate word recall
r6imrc,,,r6imrc:w6 immediate word recall
s1imrc,,,s1imrc:w1 immediate word recall
s2imrc,,,s2imrc:w2 immediate word recall
s3imrc,,,s3imrc:w3 immediate word recall
s4imrc,,,s4imrc:w4 immediate word recall
s5imrc,,,s5imrc:w5 immediate word recall
s6imrc,,,s6imrc:w6 immediate word recall
r1dlrc,,,r1dlrc:w1 delayed word recall
r2dlrc,,,r2dlrc:w2 delayed word recall
r3dlrc,,,r3dlrc:w3 delayed word recall
r4dlrc,,,r4dlrc:w4 delayed word recall
r5dlrc,,,r5dlrc:w5 delayed word recall
r6dlrc,,,r6dlrc:w6 delayed word recall
s1dlrc,,,s1dlrc:w1 delayed word recall
s2dlrc,,,s2dlrc:w2 delayed word recall
s3dlrc,,,s3dlrc:w3 delayed word recall
s4dlrc,,,s4dlrc:w4 delayed word recall
s5dlrc,,,s5dlrc:w5 delayed word recall
s6dlrc,,,s6dlrc:w6 delayed word recall
r1mo,,,r1mo:w1 cognition date naming-month
r2mo,,,r2mo:w2 cognition date naming-month
r3mo,,,r3mo:w3 cognition date naming-month
r4mo,,,r4mo:w4 cognition date naming-month
r5mo,,,r5mo:w5 cognition date naming-month
r6mo,,,r6mo:w6 cognition date naming-month
s1mo,,,s1mo:w1 cognition date naming-month
s2mo,,,s2mo:w2 cognition date naming-month
s3mo,,,s3mo:w3 cognition date naming-month
s4mo,,,s4mo:w4 cognition date naming-month
s5mo,,,s5mo:w5 cognition date naming-month
s6mo,,,s6mo:w6 cognition date naming-month
r1dy,,,r1dy:w1 cognition date naming-day of month
r2dy,,,r2dy:w2 cognition date naming-day of month
r3dy,,,r3dy:w3 cognition date naming-day of month
r4dy,,,r4dy:w4 cognition date naming-day of month
r5dy,,,r5dy:w5 cognition date naming-day of month
r6dy,,,r6dy:w6 cognition date naming-day of month
s1dy,,,s1dy:w1 cognition date naming-day of month
s2dy,,,s2dy:w2 cognition date naming-day of month
s3dy,,,s3dy:w3 cognition date naming-day of month
s4dy,,,s4dy:w4 cognition date naming-day of month
s5dy,,,s5dy:w5 cognition date naming-day of month
s6dy,,,s6dy:w6 cognition date naming-day of month
r1yr,,,r1yr:w1 cognition date naming-year
r2yr,,,r2yr:w2 cognition date naming-year
r3yr,,,r3yr:w3 cognition date naming-year
r4yr,,,r4yr:w4 cognition date naming-year
r5yr,,,r5yr:w5 cognition date naming-year
r6yr,,,r6yr:w6 cognition date naming-year
s1yr,,,s1yr:w1 cognition date naming-year
s2yr,,,s2yr:w2 cognition date naming-year
s3yr,,,s3yr:w3 cognition date naming-year
s4yr,,,s4yr:w4 cognition date naming-year
s5yr,,,s5yr:w5 cognition date naming-year
s6yr,,,s6yr:w6 cognition date naming-year
r1dw,,,r1dw:w1 cognition date naming-day of week
r2dw,,,r2dw:w2 cognition date naming-day of week
r3dw,,,r3dw:w3 cognition date naming-day of week
r4dw,,,r4dw:w4 cognition date naming-day of week
r5dw,,,r5dw:w5 cognition date naming-day of week
r6dw,,,r6dw:w6 cognition date naming-day of week
s1dw,,,s1dw:w1 cognition date naming-day of week
s2dw,,,s2dw:w2 cognition date naming-day of week
s3dw,,,s3dw:w3 cognition date naming-day of week
s4dw,,,s4dw:w4 cognition date naming-day of week
s5dw,,,s5dw:w5 cognition date naming-day of week
s6dw,,,s6dw:w6 cognition date naming-day of week
r1orient,,,r1orient:w1 cognition orient(summary date naming)
r2orient,,,r2orient:w2 cognition orient(summary date naming)
r3orient,,,r3orient:w3 cognition orient(summary date naming)
r4orient,,,r4orient:w4 cognition orient(summary date naming)
r5orient,,,r5orient:w5 cognition orient(summary date naming)
r6orient,,,r6orient:w6 cognition orient(summary date naming)
s1orient,,,s1orient:w1 cognition orient (summary date naming)
s2orient,,,s2orient:w2 cognition orient (summary date naming)
s3orient,,,s3orient:w3 cognition orient (summary date naming)
s4orient,,,s4orient:w4 cognition orient (summary date naming)
